codpanelista2,wave,sex,age,education,hhincome,livingpartner,lrself,voteintentionspain,polintr,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,authoa,authob,authoc,authod,populisma,populismb,populismc,populismd,populisme,populismf,immigeco,immicult,femstrike,femdemonstrate,feminfo,femtalk,constpref,vote2016
3119,2019,2,52,5,10,1,4,1,2,2,5,1,3,3,5,5,2,2,1,1,2,1,6,4,6,5,6,5,4,4,2,1,2,1,5,NA
3119,2020,2,53,5,10,1,5,1,3,2,5,3,3,3,7,6,4,3,1,2,2,1,7,2,6,4,7,5,7,6,2,2,2,1,5,NA
3120,2017,2,53,3,5,NA,1,53,4,1,7,3,5,7,6,7,2,2,2,2,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,1,3
3120,2018,2,54,3,8,0,3,4,3,4,4,6,4,3,4,4,4,4,2,2,1,1,6,4,5,4,5,7,7,7,2,2,2,2,2,56
3121,2017,1,53,3,5,NA,2,3,3,3,5,5,3,3,5,4,4,3,1,2,2,1,7,7,7,7,7,7,8,8,NA,NA,NA,NA,4,3
3121,2018,1,54,3,5,0,2,3,3,2,7,2,3,2,6,6,6,3,2,1,2,1,6,4,4,6,6,7,8,8,2,1,2,2,3,3
3121,2019,1,55,3,6,0,2,5,3,3,3,3,2,3,1,3,5,5,2,2,2,1,7,7,7,7,7,7,8,6,2,2,2,2,1,NA
3121,2020,1,56,3,6,0,2,3,3,5,4,3,4,4,4,2,6,5,2,2,2,1,7,2,6,4,7,7,8,7,2,2,2,2,1,NA
3122,2017,2,24,4,3,NA,5,53,3,3,5,2,1,7,5,6,4,4,2,2,1,1,7,4,5,7,7,7,0,1,NA,NA,NA,NA,1,56
3123,2017,2,21,8,1,NA,5,4,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,1,0,NA,NA,NA,NA,3,4
3123,2018,2,22,6,2,0,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,5,5,2,1,2,1,3,NA
3123,2019,2,23,8,3,0,5,4,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
3124,2017,1,19,4,7,NA,6,53,4,2,2,6,5,3,6,5,5,3,2,2,1,1,5,7,4,7,5,7,4,3,NA,NA,NA,NA,1,NA
3124,2018,1,20,4,10,0,5,53,3,2,2,6,7,1,1,7,5,7,2,2,2,1,7,5,4,4,7,7,10,1,1,1,1,1,4,NA
3124,2020,1,22,10,12,0,10,23,1,3,5,6,4,4,5,6,5,4,2,2,1,1,7,5,4,6,7,7,2,2,1,2,2,1,3,NA
3125,2017,1,54,7,9,NA,3,54,2,5,5,2,2,5,5,6,4,5,2,1,2,2,6,6,6,6,7,6,8,6,NA,NA,NA,NA,2,NA
3125,2018,1,55,7,8,1,3,54,3,2,3,2,2,2,6,6,3,3,1,1,2,2,7,6,7,7,7,7,9,2,2,2,2,1,2,1
3125,2019,1,56,7,9,1,3,54,2,2,6,2,1,2,6,6,6,2,1,1,2,2,3,5,6,6,7,7,9,5,2,2,2,1,2,NA
3125,2020,1,57,7,9,1,2,55,2,2,2,1,2,2,3,6,2,2,2,1,2,1,6,2,3,5,5,6,9,2,2,2,2,1,4,NA
3126,2017,2,24,10,99,NA,5,2,3,2,5,2,2,2,5,6,4,3,2,2,2,1,3,2,2,2,2,3,5,0,NA,NA,NA,NA,3,2
3126,2018,2,25,9,7,0,5,54,3,3,3,3,3,2,4,5,4,2,2,2,2,1,6,4,4,2,3,4,4,1,2,2,2,1,3,56
3126,2019,2,26,10,7,0,5,54,3,4,4,4,4,4,4,4,4,4,2,1,2,1,4,4,4,4,4,4,4,4,2,2,2,1,3,NA
3127,2017,2,54,2,5,NA,2,3,3,4,6,4,3,6,4,6,4,4,2,2,2,1,1,1,1,1,1,1,5,5,NA,NA,NA,NA,4,3
3127,2018,2,54,3,7,1,5,1,4,1,1,4,1,1,7,4,4,1,2,2,2,1,4,6,7,1,1,7,9,5,2,2,2,2,4,1
3128,2017,1,20,4,6,NA,3,18,1,3,6,4,3,3,4,5,3,3,1,2,2,1,7,3,5,5,7,5,6,3,NA,NA,NA,NA,5,25
3129,2017,2,31,8,4,NA,5,50,4,2,6,3,3,2,6,6,4,2,2,2,2,1,5,4,4,5,6,5,5,6,NA,NA,NA,NA,4,50
3130,2017,2,53,5,99,NA,5,54,3,4,5,4,2,3,4,5,4,4,2,2,2,1,6,4,5,4,6,6,5,7,NA,NA,NA,NA,1,56
3131,2017,2,45,3,5,NA,3,54,3,3,5,3,1,2,6,1,5,3,2,2,1,2,6,3,5,3,6,6,4,6,NA,NA,NA,NA,1,56
3131,2018,2,46,3,5,1,3,54,4,5,6,6,3,3,7,7,6,5,2,2,2,2,7,4,3,3,6,6,5,3,2,2,2,1,1,56
3131,2019,2,47,3,5,1,5,1,3,4,5,6,3,5,6,5,5,3,2,2,2,2,7,4,6,2,4,6,5,8,2,2,2,1,4,NA
3131,2020,2,48,3,7,1,3,55,3,3,6,6,2,3,6,5,6,3,2,2,1,2,6,5,6,4,6,7,7,9,2,2,2,1,1,NA
3132,2017,2,51,3,99,NA,2,7,3,3,5,2,5,2,5,6,2,4,2,2,2,1,5,5,5,2,4,5,5,5,NA,NA,NA,NA,5,7
3132,2019,2,53,3,9,1,3,7,3,2,5,3,3,1,6,6,3,3,2,1,2,1,7,4,5,4,7,6,3,4,2,2,2,2,4,NA
3132,2020,2,54,3,99,1,3,7,3,1,7,1,2,1,6,6,2,1,1,1,2,1,7,5,5,5,5,5,5,5,2,2,2,2,5,NA
3133,2017,2,19,11,5,NA,0,3,2,4,4,4,4,4,4,4,4,4,1,2,2,1,7,4,5,7,6,7,9,3,NA,NA,NA,NA,5,3
3134,2017,1,18,4,6,NA,5,4,4,5,4,6,5,4,5,3,4,4,1,2,1,2,4,4,4,5,4,4,4,6,NA,NA,NA,NA,3,1
3135,2017,2,53,2,99,NA,5,3,3,2,6,1,1,2,7,6,1,1,2,2,2,2,4,2,2,1,6,1,6,6,NA,NA,NA,NA,2,3
3136,2017,1,22,6,2,NA,0,53,1,2,5,1,4,3,7,6,4,2,2,2,2,2,7,6,6,6,6,7,10,10,NA,NA,NA,NA,5,NA
3136,2018,1,23,10,3,0,2,53,1,2,6,2,4,3,6,6,5,2,1,1,2,1,5,4,7,3,7,3,10,10,2,2,2,1,5,NA
3136,2019,1,24,11,5,1,0,53,1,4,5,4,4,3,4,5,5,3,1,1,2,1,7,4,7,3,7,6,10,1,2,2,2,1,5,NA
3136,2020,1,24,11,2,0,0,53,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,4,4,10,10,1,2,1,1,5,NA
3137,2017,1,39,7,5,NA,5,54,3,3,3,3,3,3,4,4,3,3,2,2,2,2,5,4,5,5,5,5,5,5,NA,NA,NA,NA,4,NA
3137,2018,1,40,5,6,1,5,54,3,6,6,6,6,5,6,5,6,5,2,2,2,2,5,5,6,5,5,6,3,6,2,2,2,2,2,NA
3137,2019,1,41,5,5,1,2,54,4,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,7,2,2,2,2,2,2,1,NA
3137,2020,1,42,5,7,1,5,55,3,4,4,4,4,4,4,4,4,4,2,2,2,2,6,4,4,5,4,7,5,5,2,2,2,2,2,NA
3138,2017,1,34,8,6,NA,4,1,2,1,5,5,1,1,7,4,5,5,2,2,2,2,7,4,4,5,6,6,2,5,NA,NA,NA,NA,3,1
3139,2017,1,19,6,99,NA,5,50,3,3,4,3,4,4,3,5,4,3,1,2,2,2,6,4,5,5,5,7,7,6,NA,NA,NA,NA,1,4
3139,2018,1,20,6,99,0,4,50,4,3,5,1,3,4,5,6,1,2,1,1,2,1,7,3,4,6,5,7,6,3,2,2,1,1,2,4
3139,2019,1,21,6,99,0,3,3,3,3,7,1,2,4,6,6,2,3,1,1,2,2,5,4,4,4,5,6,6,5,2,2,1,1,3,NA
3139,2020,1,22,6,9,0,4,55,3,2,5,1,1,3,6,7,2,1,1,1,2,2,4,4,4,4,4,7,8,2,2,1,2,1,2,NA
3140,2017,1,53,3,8,NA,5,53,3,5,5,2,2,4,4,4,5,4,2,2,1,2,6,5,7,6,7,7,5,9,NA,NA,NA,NA,1,NA
3140,2018,1,54,3,8,1,5,4,3,4,5,2,2,3,3,4,5,4,2,2,2,2,5,7,6,5,5,7,8,8,2,2,2,1,1,NA
3140,2019,1,55,3,8,1,5,4,2,3,5,2,3,4,4,4,5,4,2,2,1,2,4,6,5,4,4,7,6,10,2,2,2,1,1,NA
3140,2020,1,56,3,8,1,7,2,1,7,3,5,6,6,1,1,7,7,2,2,1,2,3,6,5,4,4,6,5,9,2,2,2,1,1,NA
3141,2017,1,23,4,1,NA,9,1,3,4,4,4,5,5,6,6,4,4,2,1,1,2,5,5,5,4,3,4,8,9,NA,NA,NA,NA,2,NA
3141,2018,1,25,4,1,0,9,19,3,6,6,7,4,3,6,5,6,4,2,1,2,1,4,6,6,7,4,5,8,9,1,1,2,2,2,NA
3141,2019,1,26,4,1,0,2,1,3,4,5,4,6,3,4,4,3,6,2,2,1,1,7,4,4,5,7,6,8,6,2,2,2,2,3,NA
3141,2020,1,27,3,1,0,2,1,2,6,6,7,6,5,7,7,7,5,2,2,2,2,4,6,5,5,5,7,10,9,2,1,2,1,3,NA
3142,2017,1,52,3,99,NA,2,3,3,1,6,1,1,2,7,3,3,7,2,1,2,1,7,7,7,7,7,7,1,10,NA,NA,NA,NA,3,NA
3142,2018,1,53,3,4,0,2,3,3,1,3,3,2,1,7,3,6,1,2,2,2,1,7,4,7,7,7,7,2,10,2,1,2,1,4,NA
3142,2020,1,55,3,99,1,2,3,4,3,7,1,2,3,2,2,2,4,2,1,2,1,7,7,7,7,7,7,1,10,2,1,2,1,5,NA
3143,2017,2,37,4,4,NA,2,52,3,4,5,5,3,5,5,5,4,4,2,2,2,1,7,6,7,5,6,7,7,2,NA,NA,NA,NA,1,NA
3143,2018,2,38,4,3,0,0,1,1,6,4,3,1,1,6,4,5,1,2,2,2,1,7,1,1,7,7,7,7,6,1,1,1,1,1,2
3143,2019,2,39,8,3,0,7,2,2,6,7,7,3,6,7,7,7,7,2,2,2,1,7,2,7,5,7,7,4,0,1,1,2,1,5,NA
3143,2020,2,40,3,5,0,0,53,3,6,6,6,1,1,6,5,5,4,2,2,2,1,6,1,6,4,7,7,6,0,2,1,1,1,1,NA
3144,2017,1,20,8,9,NA,3,1,1,4,5,1,5,5,5,5,6,5,2,2,2,2,7,4,1,5,7,7,4,8,NA,NA,NA,NA,3,1
3144,2018,1,21,8,5,1,5,1,2,4,2,4,3,4,5,5,3,3,2,2,2,2,3,4,3,3,4,4,7,6,1,1,2,1,3,1
3144,2019,1,22,8,9,1,3,1,2,5,6,5,6,6,5,5,4,5,2,2,2,2,5,4,6,4,5,5,8,9,1,1,1,1,1,NA
3144,2020,1,23,9,9,1,7,23,2,5,6,4,5,5,6,5,6,5,2,2,2,1,6,6,6,5,7,5,7,6,2,2,2,2,3,NA
3145,2017,1,31,5,99,NA,3,54,3,1,7,1,2,1,7,7,3,1,2,2,2,1,6,6,5,5,6,7,7,1,NA,NA,NA,NA,5,56
3146,2017,2,50,3,4,NA,5,50,3,1,7,4,1,2,7,7,1,1,1,2,1,1,7,6,5,7,7,7,5,5,NA,NA,NA,NA,3,50
3146,2018,2,51,3,6,1,5,50,2,1,7,1,1,1,7,7,4,4,2,2,1,2,7,4,4,2,7,7,0,0,2,2,2,2,1,50
3147,2017,1,51,3,8,NA,4,3,3,1,7,1,2,1,7,7,3,1,1,1,2,1,7,6,7,7,7,6,6,7,NA,NA,NA,NA,4,3
3147,2018,1,52,3,9,1,3,1,2,1,7,1,1,1,7,7,2,2,1,1,2,1,7,5,5,6,6,6,8,6,1,2,2,1,1,3
3147,2019,1,53,3,9,1,4,1,3,1,7,1,1,1,7,7,1,1,2,1,2,1,7,4,6,4,6,5,8,2,1,1,1,1,3,NA
3147,2020,1,54,3,9,1,3,3,3,1,7,1,1,1,7,7,1,1,1,1,2,1,7,4,5,5,4,5,7,5,2,2,2,2,3,NA
3148,2017,2,47,3,9,NA,5,2,2,6,1,7,6,6,1,1,4,5,2,2,2,1,4,1,4,1,1,2,3,3,NA,NA,NA,NA,2,2
3148,2018,2,48,4,9,1,5,2,2,5,2,7,6,7,1,2,1,4,2,1,2,1,1,1,1,1,2,4,0,10,2,2,2,1,2,2
3148,2019,2,49,3,10,1,6,2,2,6,1,4,4,6,1,1,6,5,2,1,2,1,4,1,2,2,1,6,1,8,2,2,2,2,2,NA
3148,2020,2,50,3,9,1,5,2,2,5,1,4,5,6,1,1,7,4,2,1,2,1,5,1,1,1,1,5,2,5,2,2,2,2,2,NA
3149,2017,2,41,10,99,NA,2,1,2,1,7,1,1,1,6,6,1,1,1,1,2,1,4,4,4,2,1,1,7,6,NA,NA,NA,NA,3,1
3149,2018,2,42,10,99,1,2,54,3,1,7,7,1,1,7,7,1,1,1,2,2,1,4,4,5,6,4,5,6,5,1,1,1,1,3,1
3149,2019,2,44,10,99,1,4,1,2,1,7,1,1,1,4,6,1,1,1,1,2,1,6,4,2,1,1,1,8,3,1,1,1,1,3,NA
3149,2020,2,44,10,4,1,3,51,3,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,3,4,8,6,1,1,1,1,3,NA
3150,2017,1,54,3,8,NA,1,7,2,2,5,1,1,1,6,7,4,1,2,1,2,1,7,4,6,4,6,5,7,1,NA,NA,NA,NA,5,7
3150,2018,1,55,3,8,1,1,7,2,1,2,2,1,2,7,7,3,1,2,1,2,1,7,4,4,2,4,7,8,1,2,1,1,1,5,7
3150,2020,1,57,3,10,1,2,22,2,1,6,1,2,1,7,7,3,1,2,2,2,1,7,2,2,4,6,5,7,7,2,2,1,1,5,NA
3151,2017,1,22,4,5,NA,6,4,3,3,1,2,1,3,2,5,3,7,1,2,2,1,5,4,4,1,3,4,8,7,NA,NA,NA,NA,2,NA
3151,2018,1,23,3,5,1,7,4,2,3,3,4,2,3,1,2,5,4,1,1,2,1,4,2,2,3,2,5,0,8,2,2,2,2,2,NA
3151,2019,1,24,4,7,1,5,4,3,4,2,4,4,3,4,4,4,4,2,1,2,1,4,4,4,3,5,5,10,5,2,2,2,2,2,NA
3151,2020,1,25,4,2,1,7,4,3,5,3,3,4,4,5,3,5,6,1,1,1,1,4,4,4,1,2,5,7,7,2,2,2,2,4,NA
3152,2017,2,54,3,5,NA,2,54,3,4,7,6,4,6,6,7,6,7,2,2,2,2,6,2,6,6,6,6,2,10,NA,NA,NA,NA,3,56
3152,2018,2,54,3,6,1,0,54,3,1,7,6,7,1,7,7,1,7,2,2,2,2,6,1,1,7,7,7,0,0,1,1,2,2,1,NA
3152,2019,2,56,3,4,1,1,54,4,7,7,7,7,7,6,1,1,1,2,2,1,1,7,7,7,7,7,7,1,2,2,2,2,2,3,NA
3152,2020,2,57,3,3,1,0,53,4,1,7,1,1,1,7,7,7,1,2,2,2,1,1,1,1,6,7,7,0,0,2,2,2,2,1,NA
3153,2017,1,52,5,5,NA,5,4,2,4,5,6,5,6,6,6,6,2,2,2,2,1,7,7,7,3,4,7,10,5,NA,NA,NA,NA,2,4
3153,2018,1,52,3,9,1,5,4,3,1,7,1,1,1,7,7,7,1,2,2,2,1,7,5,7,1,1,7,10,10,2,2,2,1,2,4
3153,2020,1,54,3,5,0,5,2,2,1,7,1,2,1,7,7,5,1,2,2,2,1,7,7,7,2,6,7,8,2,2,2,2,1,4,NA
3154,2017,2,50,10,99,NA,2,54,3,5,2,4,4,6,1,4,6,4,2,1,2,1,4,4,4,4,4,4,2,7,NA,NA,NA,NA,1,NA
3154,2018,2,51,10,99,0,5,54,3,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,56
3155,2017,1,18,4,8,NA,5,53,3,3,6,3,3,4,5,5,5,3,2,2,2,2,6,4,4,5,4,7,2,5,NA,NA,NA,NA,3,NA
3155,2018,1,19,6,7,0,5,53,4,1,7,1,1,1,7,7,1,1,2,2,2,2,5,4,4,4,4,7,5,5,2,2,1,2,3,NA
3155,2019,1,20,6,5,0,4,1,2,1,6,2,3,1,6,6,4,1,2,2,2,2,5,4,4,4,3,5,5,5,2,2,2,2,3,NA
3155,2020,1,21,6,7,0,5,1,3,4,4,4,4,4,4,4,4,4,1,2,2,2,5,2,4,4,3,4,9,6,2,2,2,2,3,NA
3156,2017,1,19,6,7,NA,5,4,2,2,5,2,2,1,6,7,6,1,1,1,2,1,7,7,7,7,7,6,2,10,NA,NA,NA,NA,1,1
3156,2018,1,20,6,6,0,6,4,2,2,4,2,1,3,7,2,3,1,2,1,2,1,6,7,6,4,5,6,3,8,2,2,2,1,4,1
3157,2017,1,47,3,10,NA,5,4,2,1,7,2,1,2,5,7,2,1,1,2,2,1,4,4,5,3,5,7,2,8,NA,NA,NA,NA,1,4
3157,2018,1,48,11,10,1,5,4,2,3,6,3,2,3,6,6,4,2,2,2,2,1,6,5,4,4,5,7,2,5,2,2,1,1,2,4
3157,2019,1,49,4,10,1,5,4,2,3,6,2,3,3,5,5,3,3,2,1,2,1,6,5,3,3,4,7,2,10,2,2,1,1,2,NA
3157,2020,1,50,4,10,1,6,4,2,2,5,2,3,3,3,6,4,3,2,1,2,1,4,6,7,4,2,7,3,7,2,2,2,1,2,NA
3158,2017,1,35,7,3,NA,5,54,4,5,3,4,4,5,4,4,4,2,2,2,2,1,7,4,4,2,4,6,10,8,NA,NA,NA,NA,3,56
3159,2017,1,50,3,3,NA,6,2,2,3,1,1,1,3,1,3,2,2,2,2,1,1,6,5,7,6,6,7,2,10,NA,NA,NA,NA,1,2
3159,2018,1,51,3,99,1,8,4,2,5,4,4,4,5,4,6,4,7,2,2,1,2,7,7,7,7,7,7,9,0,2,2,2,2,1,2
3160,2017,1,27,10,8,NA,3,3,1,2,3,1,1,2,5,7,1,2,2,2,2,1,5,4,6,7,3,7,8,5,NA,NA,NA,NA,2,3
3160,2018,1,27,10,9,1,3,54,1,3,2,2,3,3,6,6,4,3,2,2,2,1,5,5,6,7,5,6,5,5,2,1,1,1,2,3
3160,2019,1,29,10,10,1,3,54,1,3,3,1,3,2,5,5,5,3,1,1,2,1,3,2,6,6,3,7,5,5,2,1,1,1,2,NA
3160,2020,1,29,10,10,1,3,55,1,1,6,1,1,1,5,6,6,3,2,2,2,1,3,4,7,7,4,6,9,2,2,2,2,1,2,NA
3161,2017,2,42,3,99,NA,5,1,2,3,5,4,1,3,5,6,3,3,2,2,2,1,5,1,5,4,5,5,1,10,NA,NA,NA,NA,3,2
3162,2017,1,29,6,99,NA,5,53,4,3,5,3,4,4,4,5,4,3,2,2,1,1,4,4,3,3,2,7,6,9,NA,NA,NA,NA,1,NA
3162,2018,1,30,6,99,0,5,53,3,3,5,4,3,4,4,5,5,2,2,2,1,2,3,4,3,3,3,6,4,7,2,2,2,2,1,NA
3162,2019,1,31,6,99,0,9,23,3,3,5,3,5,3,4,5,4,3,2,2,2,2,5,4,4,3,4,6,4,10,2,2,2,2,1,NA
3163,2017,1,31,5,3,NA,5,1,4,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,4,4,5,5,NA,NA,NA,NA,3,1
3164,2017,2,33,11,10,NA,4,3,3,2,6,4,2,2,5,6,6,3,2,2,2,2,6,4,5,5,5,6,6,7,NA,NA,NA,NA,2,3
3164,2018,2,34,10,9,1,3,3,3,3,5,3,3,3,6,5,3,3,1,2,1,1,5,5,5,6,5,6,5,4,2,2,2,1,2,3
3164,2019,2,35,10,9,1,3,1,3,4,4,3,3,4,4,4,5,4,2,2,2,2,5,3,5,5,6,6,7,5,2,2,2,2,2,NA
3164,2020,2,36,10,9,1,3,53,3,4,3,5,3,4,4,5,5,3,2,2,1,2,5,4,5,5,5,6,7,5,2,2,2,2,2,NA
3165,2017,1,51,10,7,NA,2,3,2,3,5,2,3,3,4,5,2,2,2,1,2,1,6,4,7,6,3,5,9,3,NA,NA,NA,NA,3,3
3165,2018,1,51,10,8,1,2,3,2,2,5,3,2,2,4,5,1,1,2,1,2,1,5,2,6,5,2,7,9,5,2,2,2,1,2,3
3165,2019,1,53,10,9,1,2,3,2,1,5,2,2,2,3,2,1,2,1,2,2,1,3,5,3,5,5,5,9,6,2,2,1,1,4,NA
3165,2020,1,53,10,9,1,3,3,2,3,5,3,3,3,5,5,1,2,1,1,2,1,5,5,3,4,2,3,8,3,2,2,1,1,4,NA
3166,2017,1,41,3,8,NA,3,7,3,1,7,1,1,1,7,7,1,1,2,2,2,1,7,1,1,1,7,7,1,9,NA,NA,NA,NA,5,7
3166,2018,1,42,3,8,1,2,7,3,4,4,4,4,4,4,4,4,4,2,2,2,2,6,2,6,6,7,7,10,10,2,2,2,2,5,7
3166,2019,1,43,3,8,1,0,7,2,1,1,1,1,1,1,1,1,1,1,2,2,1,7,1,6,3,7,7,5,5,1,2,2,1,5,NA
3166,2020,1,44,3,8,1,5,7,2,4,4,4,4,4,4,4,4,4,1,2,2,2,4,4,4,4,4,4,5,5,1,1,1,1,5,NA
3167,2017,2,23,6,4,NA,3,3,3,1,6,2,2,2,7,7,3,1,2,2,2,1,7,4,1,7,7,7,5,4,NA,NA,NA,NA,1,3
3167,2018,2,24,4,4,0,2,3,2,1,1,1,1,1,7,6,2,1,2,2,1,2,2,4,2,2,2,1,7,2,2,1,1,1,1,5
3167,2019,2,25,6,8,0,2,3,2,1,7,2,1,2,7,7,1,1,2,2,2,1,4,4,1,6,6,7,5,7,2,1,1,1,3,NA
3168,2017,2,51,3,4,NA,6,2,3,2,1,5,2,2,5,5,6,1,2,2,2,1,4,2,4,5,5,6,6,8,NA,NA,NA,NA,3,NA
3169,2017,2,50,7,2,NA,5,51,3,3,6,5,1,2,6,6,5,3,2,2,2,1,5,3,2,4,5,5,5,10,NA,NA,NA,NA,3,2
3169,2018,2,51,7,6,1,6,54,3,1,6,2,2,2,6,6,5,3,2,2,2,1,5,5,5,5,5,6,5,7,2,2,2,1,2,2
3169,2019,2,52,7,6,1,5,4,3,5,5,4,3,1,4,4,6,3,2,2,2,1,6,3,5,4,6,6,5,6,2,2,2,2,1,NA
3169,2020,2,53,7,7,1,5,2,2,2,6,6,2,2,5,5,3,5,2,2,2,1,3,3,4,1,4,6,2,8,2,2,2,1,3,NA
3170,2017,2,23,9,8,NA,3,7,3,1,6,1,1,1,6,6,4,1,2,1,2,1,6,2,4,6,4,6,7,4,NA,NA,NA,NA,5,7
3171,2017,1,50,10,9,NA,2,3,1,3,5,3,2,3,5,5,2,2,2,1,2,1,6,6,6,4,7,6,6,9,NA,NA,NA,NA,5,3
3171,2018,1,51,10,9,1,3,3,1,3,6,1,2,4,5,5,2,3,2,1,2,1,5,3,5,5,4,5,7,3,2,2,1,1,4,11
3172,2017,1,44,3,9,NA,2,7,3,2,6,2,2,2,6,6,4,4,2,2,2,1,6,4,5,4,4,7,5,7,NA,NA,NA,NA,5,7
3172,2019,1,46,3,99,1,3,7,2,2,2,3,3,4,2,5,3,2,2,1,2,1,6,4,5,4,5,5,5,5,2,2,2,2,5,NA
3173,2017,1,32,11,99,NA,6,52,3,3,4,3,3,3,4,5,4,4,2,2,2,2,4,4,4,4,5,7,6,5,NA,NA,NA,NA,1,54
3173,2020,1,35,6,6,1,5,3,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
3174,2017,1,38,3,7,NA,5,4,2,3,6,3,4,2,4,5,6,2,2,2,2,1,6,4,4,3,6,6,1,5,NA,NA,NA,NA,1,56
3175,2017,2,51,3,99,NA,5,54,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,0,0,NA,NA,NA,NA,3,NA
3175,2018,2,52,3,99,1,5,54,4,4,4,4,4,4,4,4,4,4,2,2,2,1,7,4,4,7,7,7,4,5,2,2,2,2,3,NA
3176,2017,1,25,6,3,NA,3,1,4,3,4,6,3,3,6,6,3,1,2,2,2,2,5,1,5,1,1,6,4,5,NA,NA,NA,NA,3,1
3177,2017,2,39,3,99,NA,5,53,4,2,7,1,2,2,7,7,2,2,2,2,2,2,7,7,5,7,5,7,0,10,NA,NA,NA,NA,1,56
3177,2018,2,40,4,99,1,5,54,4,1,1,1,1,1,7,7,1,1,2,2,2,2,1,1,1,1,1,1,0,0,2,1,1,1,1,NA
3177,2019,2,40,3,99,1,2,54,4,4,4,4,4,4,4,4,4,4,2,2,2,2,5,4,4,4,4,7,1,1,2,2,2,1,1,NA
3177,2020,2,42,3,8,1,1,1,3,1,7,7,1,1,7,7,6,1,2,2,2,2,1,4,1,3,1,7,2,0,2,1,2,1,2,NA
3178,2017,1,49,7,6,NA,5,54,2,4,5,3,4,4,5,4,4,3,2,2,2,1,5,4,5,2,4,5,5,5,NA,NA,NA,NA,2,54
3178,2018,1,50,7,6,0,6,4,2,3,5,3,3,3,5,4,5,3,2,1,2,1,6,4,5,5,5,5,5,6,2,2,1,1,1,2
3178,2019,1,51,7,5,0,5,4,2,3,5,4,3,3,5,5,4,2,1,1,2,1,5,6,4,4,3,6,6,6,2,2,2,1,2,NA
3178,2020,1,52,7,6,0,5,12,3,3,4,2,3,3,4,6,5,3,2,2,2,2,7,4,6,6,6,7,8,5,2,2,2,1,2,NA
3179,2017,2,35,3,99,NA,2,5,4,1,1,2,1,2,3,6,3,2,2,2,2,2,6,2,3,5,7,7,1,8,NA,NA,NA,NA,4,5
3180,2017,1,26,4,7,NA,0,22,2,2,5,2,2,2,5,5,4,2,2,2,2,2,6,4,4,5,7,5,8,8,NA,NA,NA,NA,5,56
3180,2018,1,27,4,7,1,1,52,1,2,5,2,5,3,5,5,4,3,2,2,2,1,6,4,5,4,5,6,6,7,2,2,1,1,5,5
3180,2019,1,28,4,7,1,2,53,2,4,5,3,3,4,5,5,3,4,2,2,2,1,6,5,5,4,6,6,6,6,2,2,1,1,5,NA
3180,2020,1,29,4,3,1,5,53,1,4,4,4,4,4,4,4,4,4,2,1,2,1,4,4,4,4,4,4,5,5,1,2,1,1,1,NA
3181,2017,1,29,3,6,NA,5,4,2,5,4,3,3,3,3,3,5,3,2,1,2,1,6,3,4,2,5,7,1,5,NA,NA,NA,NA,1,4
3181,2018,1,30,3,6,0,5,23,3,7,2,6,6,6,2,2,5,6,2,1,2,1,6,3,2,2,7,6,2,7,2,2,2,1,1,4
3181,2019,1,31,3,5,0,5,23,3,5,2,3,6,5,3,3,5,5,2,1,2,1,6,5,5,4,6,7,2,7,2,2,2,1,1,NA
3182,2017,2,32,11,5,NA,3,50,3,2,5,2,2,4,5,5,2,2,1,1,2,1,5,7,6,6,6,7,8,5,NA,NA,NA,NA,3,3
3183,2017,1,32,4,3,NA,5,5,1,4,4,6,4,3,4,4,7,7,2,2,1,1,6,4,6,7,7,7,0,5,NA,NA,NA,NA,2,56
3184,2017,2,20,8,2,NA,3,53,4,2,6,1,1,2,7,7,2,2,2,2,2,1,6,4,3,4,4,7,5,0,NA,NA,NA,NA,5,NA
3184,2018,2,21,8,2,0,5,53,4,1,4,1,1,2,7,7,4,1,1,2,2,1,6,2,4,4,5,6,4,0,1,2,2,1,3,NA
3184,2019,2,22,8,2,1,3,53,4,1,6,1,2,2,6,6,2,1,1,2,2,1,5,4,4,4,5,7,3,2,1,2,2,1,2,NA
3184,2020,2,23,8,1,1,3,53,4,2,5,2,3,3,6,6,5,2,2,2,2,1,5,4,4,3,3,6,3,0,2,2,2,1,3,NA
3185,2017,2,32,10,9,NA,4,1,3,2,3,2,2,2,6,6,2,2,2,1,2,1,6,5,3,3,6,6,6,5,NA,NA,NA,NA,4,1
